cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
COMM230,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302506,2016-2017,COMM 230,Case Studies in Persuasion,3,Not Repeatable for Credit,Communication,"ÊExamines common persuasive message strategies and approaches. Covers basic principles of persuasive process. Case studies include advertisements, speeches, and persuasive activities from all segments of society.",,LEC,3,0,,,,
COMM249,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307741,2016-2017,COMM 249,Communication Industry Experience,2,Repeatable within Degree for Credit,Communication,"ÊOn-site training related to one of the five communication department concentration fields through faculty-approved field work-study programs. Related class work includes navigating in-process media workplace culture and the post-CIE progression, including refining the resume, preparing for the COMM 450 internship, and ultimately interviewing for a job.","45 credits total, 6 credits in COMM.",INT,2,0,,May be repeated for maximum of 4 credits.,Satisfactory/No Credit,
COMM255,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302507,2016-2017,COMM 255,Introduction to Media Literacy,3,Not Repeatable for Credit,Communication,"ÊPrinciples and practices of media literacy. Emphasizes critical viewing, listening, and reading media skills; and media effects on consumer.",,LEC,3,0,,,,
COMM260,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302508,2016-2017,COMM 260,Basic Debate Theory and Practice,3,Not Repeatable for Credit,Communication,"ÊTheory and practice of formal debate, including approaches to analytical reasoning, research, delivery, and conceptual basis for debate. Does not require tournament participation.",,"LEC,",1,3,,,,
COMM261,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302509,2016-2017,COMM 261,Theories of Argumentation,3,Not Repeatable for Credit,Communication,"ÊAnalyzes argument within communicative settings. Emphasizes deductive and inductive forms of reasoning, fallacies in reasoning, tests of evidence, and models for such analyses.",,LEC,3,0,,,,
COMM300,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302510,2016-2017,COMM 300,Foundations of Public Communication,3,Not Repeatable for Credit,Communication,"ÊTheories and principles of public communication, emphasizing methods of persuasion, critical analysis, speaker-listener alignments in public setting, and measurements of effective public communication.Fulfills writing intensive requirement in the major.",COMM 200 with a grade of C or better.,LEC,3,0,,,,
COMM301,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302511,2016-2017,COMM 301,Foundations of Interpersonal Communication,3,Not Repeatable for Credit,Communication,"ÊTheories and principles of interpersonal communication emphasizing models of communication, verbal and nonverbal message systems, and analysis of communicative relationships.",COMM 200 with a grade of C or better.,LEC,3,0,,,,
COMM302,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302512,2016-2017,COMM 302,Foundations of Media Theory,3,Not Repeatable for Credit,Communication,"ÊProvides a comprehensive review of mass communication and media theory, focusing on media effects and the complex relationships between media producers, messages, technologies, and users/audiences. Examines role of media in news, politics, and popular culture.",,LEC,3,0,,,,
COMM303,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302513,2016-2017,COMM 303,Writing across the Media,3,Not Repeatable for Credit,Communication,"ÊFoundation course focusing on writing for the mass media:Ê Internet, public relations, newspapers, broadcast (television and radio) and advertising with a strong emphasis on adherence to Associated Press Style.",30 credits.,LEC,3,0,,Prerequisite for all communication media writing courses. Lab work required.,,
COMM304,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307686,2016-2017,COMM 304,Foundations of Health Communication,3,Not Repeatable for Credit,Communication,"ÊExplores health communication research practice: the role of communication in health care delivery, health promotion and disease prevention, risk communication, and personal as well as  psychological well-being. Examines interpersonal, organizational, team, family, and intercultural relationships.",,LEC,3,0,,,,
COMM305,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302514,2016-2017,COMM 305,Foundations of Intercultural Communication,3,Not Repeatable for Credit,Communication,"ÊAnalyzes communication variables as they relate to intercultural encounters.  Emphasizes culture's influence on communication process, particularly influence of verbal and nonverbal communication on how message is interpreted.Fulfills Mason Core requirement in global understanding.",3 credits of 100 or 200-level COMM courses or 60 credits.,LEC,3,0,,Communication majors are encouraged to complete COMM 200 prior to enrolling in this course.,,
COMM306,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302515,2016-2017,COMM 306,Issues in Intercultural Communication,3,Not Repeatable for Credit,Communication,ÊApplies basic principles of intercultural communication to analyze specific situations involving communication and cultural differences.,"COMM 305, or permission of instructor.",LEC,3,0,,Continuation of COMM 305.,,
COMM307,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302516,2016-2017,COMM 307,Field Study in Communication,3,Repeatable within Degree for Credit,Communication,"ÊStructured communication learning experience: one to three weeks of travel in a foreign environment involving another country or relevant U.S. co-cultures. Students must complete appropriate readings, laboratory assignments, and personal learning paper to process communication concepts and experiences.",Permission of instructor,LEC,3,0,,May be repeated for credit when field study is substantially different with permission of the undergraduate director.,,
COMM310,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302517,2016-2017,COMM 310,Performance for Communication Arts,3,Not Repeatable for Credit,Communication,"ÊPrinciples and theories of performance for communication arts. Practice in spoken performance of prose, poetry, and drama.",,LEC,3,0,,,,
COMM320,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302518,2016-2017,COMM 320,Business and Professional Communication,3,Not Repeatable for Credit,Communication,"ÊStudy of basic theories and skills of communication in professional contexts, including interviewing, relationship maintenance, small group teams, and public presentations. Emphasizes developing practical and critical thinking skills.","COMM 100, 101  or 104 or permission of instructor.",LEC,3,0,,,,
COMM326,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302519,2016-2017,COMM 326,Rhetoric of Social Movements and Political Controversy,3,Not Repeatable for Credit,Communication,"ÊSocial and political forces of contemporary era from communication perspective, emphasizing political leadership, pressures for social and political change, and transformations in communicative environment.Fulfills Mason Core requirement in synthesis.",COMM 300.,LEC,3,0,,,,
COMM330,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302520,2016-2017,COMM 330,Principles of Public Relations,3,Not Repeatable for Credit,Communication,"ÊSurveys nature, history, scope, and practice of public relations in business, trade associations, nonprofit organizations, and educational and government institutions. Covers principles, practice of public relations, including media relations, issues management, and public service announcements; marketing and research; planning and publicity for special events; house publications; and institutional advertising.","3 COMM credits and 60 credits, or permission of instructor.",LEC,3,0,,,,
COMM331,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308816,2016-2017,COMM 331,Advanced Principles in Public Relations,3,Not Repeatable for Credit,Communication,"ÊDevelops the conceptual knowledge and practical skills students need to thrive in challenging public relations situations, such as crisis management, research for clients, communication with clients, and development of client work. Students complete the course with a portfolio of research, writing, and visual materials they have created.",C or higher in COMM 204 or COMM 330,LEC,3,0,,,,
COMM332,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302521,2016-2017,COMM 332,Nonverbal Communication,3,Not Repeatable for Credit,Communication,"ÊTheory, principles, and methods to analyze nonverbal communication. Emphasizes physical behavior, facial expression, personal space and territoriality, physical appearance, vocal cues, and environment.",3 COMM credits.,LEC,3,0,,,,
COMM334,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308444,2016-2017,COMM 334,Family and Health Communication,3,Not Repeatable for Credit,Communication,"ÊExamines how family communication contributes to physical, psychological, and social wellness. Explores how family communication affects our experience with health transitions (e.g., coping with cancer; becoming a caregiver; losing a loved one), contributes to health outcomes (e.g., stress and anxiety; disordered eating behavior; schizophrenia; drug abuse), and is central to health promotion behavior (e.g., understanding health history and genetics).",,LEC,3,0,Fall,,,
COMM335,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302522,2016-2017,COMM 335,Organizational Communication,3,Not Repeatable for Credit,Communication,"ÊTheory, practice, and methods to analyze communication in organizations. Emphasizes process and structure, interaction formats, mechanisms for modification, and career paths in organizational communication.","COMM 100, 101, or 301; or permission of instructor.",LEC,3,0,,,,
COMM340,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302523,2016-2017,COMM 340,Forensics Seminar in Creative Arts,1,Repeatable within Term for Credit,Communication,"ÊIntensive work in various types of creative forensics events, including rhetorical criticism and informative, persuasive, extemporaneous, after-dinner, and impromptu speaking.","Completion of 60 hours, or 4 hours of COMM 140. Audition required.",SEM,1,6,,May be taken four times.,,
COMM341,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302524,2016-2017,COMM 341,Forensics Seminar in Recreative Arts,1,Repeatable within Term for Credit,Communication,"ÊIntensive work in various types of recreative forensics events, including dramatic duo, program interpretation, poetry interpretation, dramatic interpretation, and prose interpretation.","Completion of 60 hours, or 4 hours of COMM 141. Audition required.",SEM,1,6,,May be taken four times.,,
COMM342,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=302525,2016-2017,COMM 342,Forensics Seminar in Debate: Affirmative Strategies,1,Repeatable within Term for Credit,Communication,"ÊWork in affirmative research, case construction, and oral presentation directed toward affirmative analysis of intercollegiate debate proposition.","4 credits of COMM 142, or 60 credits and audition.",SEM,1,6,,May be taken four times.,,
